,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
6305,2,1,2,1,1,2,0,3,1,2,2,1,1,1,1,2,0,0,0,0,1,1,2,1,1,1,9,0,0,0,0,2,0,0,1,1,1,1,3,2,9,1,1,1,4,1,0,2,0,2,4,2,1,3,1,3
6306,2,1,0,0,0,0,1,0,0,1,0,2,2,2,2,1,0,0,2,2,2,2,0,0,1,1,9,0,0,2,2,2,0,1,1,2,1,0,2,2,9,1,1,1,4,0,2,2,0,0,6,3,0,1,1,0
6307,3,3,0,1,1,2,0,2,2,2,2,1,1,2,0,3,1,0,1,1,1,1,2,1,0,0,2,0,0,2,1,2,0,2,2,2,1,1,0,3,2,0,0,0,6,0,0,2,0,0,2,1,1,3,0,3
6308,0,1,2,0,0,2,2,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,2,1,1,1,1,1,0,1,2,2,2,0,1,1,1,1,1,2,2,2,3,1,2,2,1,1,1,4,3,1,1,4
6309,1,1,0,0,0,0,2,2,0,0,2,2,0,1,1,3,0,0,0,0,2,2,3,0,1,2,2,0,1,2,2,2,0,0,1,2,1,2,3,2,2,0,0,0,6,2,2,0,0,2,3,3,3,0,1,2
6310,2,3,0,1,1,2,1,3,3,1,2,2,0,1,1,0,0,1,0,0,0,0,2,1,1,4,10,0,3,1,1,2,0,2,1,1,4,0,3,2,10,1,1,1,0,1,0,2,1,1,6,1,3,0,1,0
6311,3,1,0,1,1,2,1,3,3,0,0,0,0,1,1,2,0,1,0,0,1,1,1,2,1,0,6,1,1,1,1,1,0,0,0,2,3,0,0,0,6,1,1,1,4,3,2,0,0,0,1,3,1,0,0,1
6312,0,1,0,0,0,2,1,3,1,1,2,2,2,1,1,3,0,1,0,0,1,1,1,1,1,3,10,0,2,0,2,2,3,0,1,1,4,2,2,1,10,1,1,1,5,0,2,1,1,1,0,0,1,2,1,2
6313,1,1,0,0,0,2,1,3,1,1,0,2,2,1,1,1,0,1,2,0,2,2,0,1,1,3,2,0,3,1,1,2,2,0,1,1,1,0,2,1,2,1,1,1,5,2,2,1,3,0,2,2,2,3,1,2
6314,0,0,1,2,2,0,1,0,2,1,0,2,2,2,0,2,1,0,0,1,0,0,1,0,0,1,9,0,0,2,2,2,2,2,0,2,1,1,0,0,9,0,0,0,6,0,0,1,0,2,6,3,0,1,1,2
6315,1,1,2,0,0,0,2,0,0,0,0,0,0,1,2,2,1,0,2,2,2,2,0,0,1,0,10,0,2,0,0,2,2,2,2,0,4,0,1,1,10,1,2,2,2,2,2,2,2,2,0,0,2,1,0,0
6316,0,1,3,0,0,3,1,0,0,0,0,2,0,1,1,2,0,0,0,0,1,1,0,1,1,5,6,1,1,0,2,1,2,0,1,1,3,0,0,1,6,1,1,1,1,3,0,1,0,0,1,3,1,2,0,4
6317,1,1,3,1,1,2,1,3,3,1,2,2,2,1,2,2,0,1,2,0,2,2,1,2,0,0,6,1,0,0,0,1,0,1,0,1,3,0,2,1,6,0,0,0,3,3,1,2,0,1,1,3,2,3,1,4
6318,3,1,0,1,1,0,3,1,3,0,0,0,0,0,0,3,2,1,0,1,0,0,0,2,1,3,3,0,1,2,0,1,0,0,0,2,2,3,2,2,3,1,1,1,4,2,2,2,2,1,3,1,2,1,0,4
6319,0,1,0,2,2,0,2,2,2,0,0,0,2,1,2,2,2,1,1,2,0,0,0,0,0,1,7,0,0,0,0,4,2,1,0,0,1,1,2,0,7,2,2,2,6,1,2,0,1,1,6,4,0,1,1,3
6320,1,3,0,0,0,2,0,1,1,0,2,2,2,1,1,2,0,0,0,0,2,2,2,1,1,1,3,0,0,0,0,1,1,0,1,1,2,1,2,1,3,1,1,1,4,1,2,0,3,1,4,1,3,3,0,5
6321,3,2,2,3,3,0,2,0,1,1,2,2,0,0,0,0,0,0,2,0,2,2,1,2,0,4,10,0,3,1,1,2,1,0,0,0,4,0,2,2,10,1,1,0,3,3,2,1,1,0,0,4,3,0,1,0
6322,1,1,0,0,0,1,1,1,1,1,0,2,2,1,1,1,0,1,0,0,1,1,2,1,1,5,9,0,1,0,1,2,3,2,0,1,1,1,2,0,9,1,1,1,6,2,2,2,0,2,0,3,0,1,1,3
6323,2,3,0,1,1,3,3,3,1,1,2,2,2,2,0,2,1,0,0,1,1,1,1,1,0,0,1,1,0,2,1,1,0,0,1,1,1,1,2,0,1,0,0,0,1,1,2,0,1,1,1,4,1,1,1,2
6324,3,3,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,2,0,0,0,0,0,1,3,2,0,3,1,1,2,2,1,2,0,1,1,1,1,2,2,2,2,0,2,0,2,0,0,3,4,0,0,1,0
6325,3,0,0,0,0,2,3,1,1,1,1,2,2,1,1,3,0,2,1,0,2,2,2,1,1,2,0,0,3,2,2,0,2,2,2,2,0,2,1,1,0,0,0,0,4,0,0,0,1,0,2,0,0,3,0,3
6326,2,1,0,1,1,3,2,3,3,0,2,2,2,1,2,3,0,1,2,2,0,0,1,2,1,3,3,0,3,1,1,1,0,2,1,2,2,0,2,1,3,0,0,0,4,2,1,2,0,0,3,4,2,1,1,3
6327,3,1,2,0,0,3,3,0,3,0,0,0,0,2,2,0,1,1,0,0,1,1,3,0,1,0,3,0,0,2,1,1,0,0,1,1,2,1,2,0,3,0,0,0,4,1,1,2,0,2,3,3,3,1,0,3
6328,0,2,0,0,0,3,1,2,0,2,2,1,1,1,1,1,0,1,1,0,1,1,2,1,1,0,2,0,1,1,1,2,0,1,1,1,1,2,1,2,2,1,1,1,5,3,2,2,0,2,2,2,0,0,1,2
6329,1,1,3,1,1,0,2,0,1,2,2,1,1,1,1,2,0,0,2,0,0,0,3,0,1,2,3,0,1,2,0,1,3,2,1,1,2,0,0,0,3,1,1,1,3,2,0,2,0,1,4,0,3,2,0,1
6330,0,1,2,2,2,0,2,2,2,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3,9,0,1,2,0,2,1,2,2,0,1,0,0,0,9,2,2,2,3,2,1,2,0,2,6,4,0,1,1,1
6331,3,0,0,1,1,2,0,2,2,0,0,0,2,0,0,2,0,0,0,1,2,2,0,0,2,1,3,0,1,2,2,1,0,1,2,0,2,0,1,2,3,2,2,2,3,2,2,0,0,0,2,2,3,0,0,5
6332,0,2,0,0,0,0,2,2,2,0,2,2,2,2,2,0,0,0,2,0,1,1,3,0,0,3,10,0,1,2,1,2,2,0,0,0,4,1,1,3,10,1,1,0,4,0,2,1,0,2,6,2,1,1,0,0
6333,2,2,3,3,3,1,0,3,3,1,0,2,2,0,0,2,2,1,0,1,1,1,2,1,0,0,2,0,1,1,1,2,0,1,2,2,1,2,1,2,2,0,0,0,2,2,2,0,1,2,2,2,0,0,1,2
6334,3,0,0,0,0,0,2,2,2,0,2,2,2,1,2,2,0,0,0,1,0,0,2,2,1,0,1,1,1,1,1,1,0,0,1,1,1,2,2,2,1,1,1,1,3,1,2,2,3,1,1,0,1,1,1,1
6335,0,1,3,3,3,3,2,2,2,0,2,0,1,2,0,0,0,2,1,2,1,1,2,1,2,0,4,0,1,2,1,2,0,2,2,2,0,2,1,1,4,1,1,2,0,1,2,1,0,2,0,3,1,2,0,3
6336,3,1,1,2,2,3,0,1,0,0,0,0,0,0,0,3,2,0,1,1,0,0,2,1,2,1,6,1,1,2,0,1,0,0,0,2,3,2,2,2,6,1,1,2,4,2,2,0,2,1,1,4,2,3,1,1
6337,0,2,0,0,0,1,3,3,1,0,2,0,0,1,1,1,0,0,2,0,2,2,1,0,1,5,4,0,1,0,0,2,0,0,0,2,0,0,1,1,4,1,1,1,0,3,0,0,0,1,0,3,0,3,0,3
6338,2,2,3,3,3,0,1,0,0,0,0,0,0,2,2,3,2,0,1,2,1,1,3,0,1,0,5,0,1,2,1,3,0,0,2,0,2,1,1,1,5,0,0,0,4,3,1,0,1,1,6,4,0,2,0,5
6339,1,1,0,0,0,0,2,2,2,1,0,0,2,0,0,0,2,0,0,0,0,0,2,1,2,0,5,0,1,2,0,3,2,2,2,2,2,0,1,3,5,1,1,2,6,3,2,1,1,1,4,0,0,3,0,5
6340,3,1,0,1,1,3,1,1,3,0,2,0,0,2,0,2,2,0,1,1,0,0,3,0,0,3,6,1,1,1,1,1,0,2,0,0,3,0,1,2,6,1,1,0,3,3,0,1,0,1,4,3,2,1,0,1
6341,0,1,1,0,0,0,3,3,3,1,0,2,0,2,2,2,1,0,0,2,0,0,3,0,0,0,0,0,1,1,2,0,3,0,1,1,0,2,2,1,0,1,1,0,5,0,0,0,0,2,5,0,0,2,0,0
6342,2,1,0,0,0,1,2,2,2,0,0,0,2,2,0,3,2,2,0,1,1,1,0,1,0,1,7,0,0,0,1,4,0,0,1,1,1,0,2,2,7,1,1,0,1,2,0,2,3,0,3,4,2,3,1,4
6343,0,1,3,0,0,3,1,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,3,0,0,3,2,0,0,0,0,2,2,2,2,0,1,1,1,1,2,1,1,0,5,1,0,2,2,0,0,1,0,3,1,3
6344,0,3,3,3,3,3,1,1,3,1,0,2,2,2,0,2,1,2,1,1,2,2,1,1,2,5,6,1,1,1,1,1,0,0,1,1,3,0,2,3,6,2,2,2,3,1,2,0,0,0,1,3,1,0,0,2
6345,3,0,3,2,2,3,1,0,2,2,0,1,1,2,0,2,1,2,0,1,0,0,1,2,2,0,2,0,0,2,0,2,3,1,0,2,1,2,2,3,2,1,1,2,5,1,2,0,1,0,0,2,0,0,0,2
6346,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,2,1,1,1,2,0,0,1,2,0,0,9,0,2,0,0,2,2,1,1,1,1,0,2,2,9,1,1,0,4,1,2,1,3,1,2,1,0,2,1,3
6347,0,1,0,0,0,2,1,0,1,0,0,0,0,1,2,3,2,1,1,1,0,0,2,1,1,4,6,1,1,2,0,1,0,0,0,1,3,0,2,3,6,0,0,0,3,2,2,2,1,1,1,1,1,1,1,1
6348,3,3,3,3,3,0,3,1,1,1,0,2,0,1,2,0,0,1,0,0,1,1,0,2,0,3,3,0,3,1,1,1,0,0,0,0,2,0,2,2,3,1,1,0,4,0,1,1,3,1,4,3,2,2,0,5
6349,3,1,2,0,0,0,3,0,0,1,0,2,2,1,2,1,0,1,2,0,2,2,0,0,1,5,2,0,1,2,1,2,0,2,2,0,1,2,0,3,2,2,2,2,5,2,0,2,1,0,3,3,3,1,1,2
6350,1,1,0,0,0,0,3,1,1,0,2,2,2,2,0,1,2,1,0,1,0,0,3,0,1,2,9,0,1,2,0,2,0,0,0,2,1,0,2,3,9,0,2,2,1,0,2,1,0,2,6,3,0,3,1,0
6351,2,1,2,1,1,1,3,3,1,0,2,0,0,2,0,2,2,2,1,2,2,2,1,1,0,0,2,0,3,1,1,2,0,0,0,1,1,0,3,2,2,1,1,0,6,2,0,0,1,0,3,2,1,3,0,2
6352,3,2,0,3,3,0,1,0,3,2,0,2,0,1,2,0,1,2,1,0,1,1,2,1,0,5,6,1,3,1,1,1,3,2,1,1,3,1,2,0,6,0,0,0,4,3,0,1,0,0,1,0,1,1,1,1
6353,0,1,1,0,0,2,2,1,1,2,0,1,1,2,2,3,1,0,1,2,2,2,2,1,2,2,6,1,1,2,2,1,1,2,2,0,3,0,2,1,6,0,0,2,1,3,1,1,0,0,1,3,0,3,0,1
6354,3,0,3,1,1,2,3,1,1,1,0,0,0,1,2,1,1,0,0,2,1,1,3,0,1,0,2,0,0,2,1,2,0,0,0,2,1,1,2,0,2,0,0,0,5,0,2,0,3,2,3,2,1,3,1,0
6355,2,1,0,0,0,1,3,3,3,0,1,0,1,0,0,2,2,1,0,1,0,0,0,0,0,5,7,0,1,2,0,4,1,0,0,2,1,1,2,3,7,1,1,0,0,3,0,2,3,2,4,1,0,0,0,0
6356,2,2,2,3,3,0,0,1,3,1,2,2,2,2,0,3,2,0,1,1,1,1,0,2,0,1,5,0,3,1,1,3,1,1,2,0,2,1,2,3,5,1,1,0,6,1,1,2,0,1,4,4,3,0,1,4
6357,3,1,0,1,1,1,1,1,3,1,2,2,0,2,0,1,1,0,0,1,2,2,2,1,0,3,0,0,1,1,1,0,1,0,0,2,0,0,2,2,0,1,1,0,5,2,0,0,2,2,6,3,0,3,0,2
6358,0,3,3,0,0,3,1,2,2,0,1,1,2,0,0,1,2,1,0,2,2,2,0,0,0,5,1,1,1,1,1,1,0,0,1,0,1,0,2,3,1,1,1,0,4,1,1,1,1,1,1,1,0,1,0,1
6359,3,1,0,1,1,2,3,0,0,0,1,0,0,0,0,3,2,1,0,1,2,2,3,0,2,1,7,0,0,2,2,4,2,0,0,2,1,0,2,1,7,1,1,2,4,1,1,1,3,1,4,2,1,0,1,4
6360,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,1,2,1,0,1,1,1,1,1,1,1,2,0,1,1,1,2,1,1,1,1,1,0,1,2,1,1,1,0,1,0,1,1,1,4
6361,1,3,3,3,3,0,0,2,0,1,0,2,2,2,0,3,2,0,0,1,1,1,2,1,0,0,10,0,1,1,1,2,1,2,2,1,4,0,1,2,10,1,1,0,6,2,0,0,2,2,0,0,3,0,0,3
6362,2,0,0,0,0,3,2,2,0,2,2,1,1,1,1,2,0,0,2,0,0,0,2,1,1,0,2,0,0,0,0,2,3,2,1,1,1,2,2,1,2,1,1,1,0,3,1,1,1,0,3,1,2,0,1,2
6363,0,1,0,0,0,2,3,2,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,1,2,1,7,0,1,2,2,4,2,0,2,1,1,1,2,3,7,1,1,2,2,2,0,2,1,2,4,1,1,1,1,5
6364,2,2,2,1,1,3,3,3,3,0,1,0,0,2,0,3,2,2,0,1,0,0,1,0,0,0,7,0,1,2,0,4,0,0,2,0,1,2,0,3,7,2,2,2,2,2,0,1,0,1,4,2,1,3,0,3
6365,0,3,0,0,0,0,1,0,0,1,2,0,0,1,1,1,0,2,1,0,2,2,2,1,1,3,4,0,1,1,1,2,0,2,0,1,0,0,2,3,4,1,1,1,0,1,0,1,0,2,0,3,1,2,0,3
6366,2,3,0,1,1,0,1,0,0,0,2,0,1,2,2,0,0,0,0,0,2,2,1,2,1,0,1,1,0,1,1,1,2,0,1,1,1,0,1,2,1,1,1,1,1,1,2,0,2,0,4,4,0,1,1,4
6367,3,2,2,3,3,0,1,0,0,1,0,0,1,1,1,1,0,0,2,0,2,2,1,1,1,5,9,0,0,2,2,2,2,1,2,1,1,1,3,1,9,1,1,1,4,2,0,1,0,2,6,4,2,2,1,3
6368,0,3,0,0,0,3,1,1,1,1,1,0,2,2,0,0,1,0,0,2,2,2,1,1,0,3,4,0,1,1,1,2,2,1,1,1,0,1,0,3,4,1,1,0,0,0,2,1,0,1,6,3,0,2,0,3
6369,3,1,0,1,1,1,1,1,1,0,2,2,2,1,0,1,2,0,0,1,0,0,1,2,1,4,3,0,1,1,1,1,0,2,0,0,2,1,1,0,3,0,0,0,3,1,2,2,1,1,5,3,2,2,1,3
6370,0,0,0,0,0,0,1,0,2,0,1,1,1,2,0,1,1,1,0,1,0,0,0,0,2,3,8,0,1,2,2,5,0,2,2,0,1,3,0,3,8,2,2,2,1,1,1,2,0,0,3,3,0,3,0,3
6371,0,1,1,2,2,0,1,0,0,0,2,0,2,1,1,2,0,0,1,0,0,0,2,1,1,3,9,0,1,0,0,2,1,1,2,0,1,1,2,3,9,0,0,0,3,1,0,2,0,2,6,2,0,1,1,1
6372,0,0,0,0,0,0,1,2,2,1,2,2,2,0,0,1,2,2,0,1,2,2,0,0,1,0,5,0,1,2,2,3,2,2,0,0,2,1,0,0,5,0,0,0,1,3,2,1,1,1,4,0,0,0,0,4
6373,2,1,3,3,3,0,2,1,3,1,2,0,0,2,0,0,1,0,0,0,1,1,2,1,2,2,7,0,0,0,2,4,3,0,1,1,1,1,2,0,7,1,1,2,6,3,2,2,2,2,6,2,2,3,1,0
6374,0,1,0,2,2,0,2,2,2,0,0,0,2,0,0,3,2,0,1,1,0,0,1,0,0,1,6,1,1,1,1,1,0,2,2,0,3,0,2,2,6,2,2,2,3,1,1,1,0,0,1,4,1,1,1,1
6375,0,3,0,2,2,0,3,0,1,1,2,2,2,1,1,3,0,1,1,0,1,1,3,0,1,2,4,0,0,2,2,2,0,0,2,0,0,1,2,0,4,2,2,2,0,3,0,1,0,1,6,3,0,2,0,1
6376,1,2,3,1,1,1,0,1,3,0,2,2,0,2,2,3,0,0,2,2,0,0,1,0,1,3,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,1,0,0
6377,2,1,1,2,2,3,0,1,0,1,1,0,2,2,0,3,2,0,0,1,1,1,2,1,2,0,0,0,3,1,1,0,0,0,0,1,0,1,3,1,0,1,2,2,5,2,0,1,3,2,6,4,0,0,0,0
6378,3,1,0,0,0,3,1,0,0,2,0,1,0,2,2,3,2,0,0,2,0,0,1,0,1,3,4,0,2,2,2,2,0,0,1,1,0,0,1,1,4,1,0,0,0,1,0,2,0,2,6,0,1,2,0,3
6379,1,3,2,0,0,2,0,1,0,0,2,2,2,1,2,0,1,1,2,0,2,2,2,2,0,0,3,0,0,2,2,1,0,2,0,0,2,3,0,2,3,1,1,0,4,2,0,0,0,1,4,1,2,1,1,1
6380,2,3,0,1,1,1,2,3,1,2,0,1,1,1,2,3,2,0,1,2,1,1,2,1,0,1,0,0,1,1,1,0,2,2,2,1,0,0,0,3,0,1,1,0,4,0,0,0,1,0,5,4,0,0,1,2
6381,2,1,0,0,0,0,2,2,0,0,2,2,2,1,1,2,0,1,0,0,0,0,1,2,1,0,7,0,1,2,0,4,0,0,0,2,1,1,2,0,7,1,1,1,3,1,2,1,1,1,5,1,3,3,1,0
6382,2,0,0,2,2,3,0,1,1,0,2,2,2,0,0,1,0,1,2,0,0,0,0,0,1,1,7,0,1,1,2,4,0,0,0,0,1,1,2,1,7,1,1,1,6,1,0,2,3,0,4,0,1,0,1,0
6383,0,2,0,3,3,0,0,1,3,2,0,1,1,2,0,3,2,0,0,1,1,1,1,1,0,1,6,1,0,1,1,1,0,2,2,0,3,1,2,3,6,2,2,2,4,3,1,1,1,0,1,3,1,2,1,4
6384,0,3,0,0,0,0,3,1,0,0,0,0,2,0,0,3,2,0,1,1,2,2,0,0,2,1,4,0,1,1,1,2,0,2,2,0,0,1,0,3,4,1,2,2,6,0,2,1,0,0,0,3,1,2,0,4
6385,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,3,0,0,2,0,2,2,2,1,1,0,10,0,1,1,1,2,0,0,0,1,4,0,1,3,10,0,0,0,3,0,2,0,2,0,6,1,3,0,1,3
6386,3,1,2,0,0,2,2,2,2,0,2,0,0,2,2,2,0,0,2,2,2,2,1,0,0,0,6,1,0,2,2,1,0,0,1,1,3,1,1,3,6,1,1,0,3,2,2,1,0,1,3,4,1,1,0,1
6387,1,2,0,1,1,0,1,0,0,0,1,0,0,2,0,3,2,0,0,2,0,0,3,0,2,3,8,0,1,1,2,5,0,1,2,0,1,1,2,3,8,1,1,2,1,3,1,2,2,0,3,3,0,2,0,3
6388,2,1,3,1,1,3,3,0,0,0,0,0,2,1,1,1,0,1,0,0,2,2,3,2,1,1,2,0,1,1,1,2,0,2,0,1,1,2,1,2,2,1,1,1,5,0,0,1,1,0,6,0,0,0,1,0
6389,2,2,1,2,2,2,2,1,0,1,0,2,2,2,0,1,2,1,1,1,0,0,0,0,2,0,7,0,1,2,0,4,3,0,0,2,1,1,2,0,7,2,2,2,5,1,0,2,2,2,6,3,3,3,1,0
6390,0,0,0,2,2,2,2,2,2,0,0,0,2,2,0,2,2,0,0,2,2,2,0,2,2,0,4,0,2,0,0,2,1,0,1,1,0,3,0,2,4,1,1,2,0,1,0,1,0,1,6,3,0,2,0,3
6391,0,1,1,0,0,0,3,1,1,1,2,2,2,0,0,0,1,2,1,0,1,1,0,1,0,0,6,1,1,1,1,1,2,0,2,2,3,3,2,2,6,0,0,0,1,3,2,2,1,1,4,4,2,1,0,1
6392,2,2,0,3,3,1,3,3,3,0,2,0,1,0,0,1,1,1,0,2,2,2,0,2,0,3,6,1,1,1,1,1,0,0,1,1,3,1,2,3,6,0,0,0,3,2,1,1,0,1,5,3,2,0,0,1
6393,0,3,0,1,1,0,2,2,2,0,0,0,0,1,2,3,2,1,1,2,1,1,2,1,0,0,7,0,0,0,0,4,0,0,0,1,1,1,3,2,7,1,1,0,6,0,0,1,2,1,0,2,1,0,1,0
6394,3,1,0,1,1,0,2,0,0,0,0,0,1,1,1,1,0,0,2,0,0,0,2,1,1,1,2,0,1,2,0,2,2,0,0,1,1,1,2,0,2,1,1,1,5,2,0,0,2,1,3,1,0,2,1,2
6395,2,0,0,2,2,0,2,2,2,2,0,1,0,2,2,1,1,0,0,2,0,0,2,2,0,1,6,1,1,1,0,1,0,1,2,0,3,1,1,2,6,2,2,2,4,1,2,2,0,0,4,3,1,3,0,1
6396,3,0,1,3,3,3,3,3,3,1,0,0,1,2,2,2,0,1,1,1,2,2,2,1,1,0,6,1,1,2,2,1,0,2,2,2,3,0,1,2,6,0,0,0,1,1,2,0,0,1,4,3,1,1,1,5
6397,3,0,0,3,3,0,2,2,2,0,2,2,2,1,1,1,0,1,0,0,2,2,2,1,1,0,2,0,1,1,1,2,0,0,0,1,1,1,2,0,2,1,1,1,5,2,0,0,1,1,6,1,1,0,1,2
6398,0,1,1,2,2,0,0,0,0,2,0,1,1,1,1,3,0,1,0,0,0,0,0,2,1,0,9,0,1,1,1,2,2,2,0,1,1,2,1,1,9,1,1,1,3,2,2,2,0,2,6,3,0,1,1,3
6399,2,1,0,0,0,3,0,2,0,1,0,2,2,1,1,2,0,0,2,0,0,0,1,0,1,5,2,0,1,2,2,2,3,1,1,2,1,1,1,1,2,1,1,1,0,2,0,0,2,0,3,2,3,1,0,2
6400,1,3,0,1,1,0,1,1,1,0,2,0,0,1,1,2,0,0,2,0,1,1,2,2,1,1,4,0,1,2,1,2,3,0,1,1,0,1,2,0,4,1,1,1,0,1,0,1,0,2,0,3,1,2,0,4
6401,3,1,2,1,1,2,1,1,1,1,0,0,0,0,0,3,2,1,1,2,1,1,1,1,2,4,0,0,3,1,1,0,2,0,0,2,0,2,2,2,0,1,1,2,0,0,0,0,1,0,5,3,0,1,1,2
6402,0,0,1,2,2,0,2,1,1,0,0,0,2,0,0,1,2,0,1,0,2,2,2,1,1,5,7,0,1,2,2,4,0,1,0,2,1,1,0,3,7,2,2,2,6,1,1,2,1,0,2,2,3,0,0,3
6403,0,0,0,0,0,1,1,3,0,0,0,0,2,0,0,1,2,0,1,1,2,2,2,1,2,0,6,1,1,2,2,1,2,2,2,1,3,2,3,1,6,1,1,2,2,1,2,0,0,1,1,0,0,0,0,1
6404,1,1,3,1,1,3,1,1,3,0,1,0,0,0,0,2,0,1,1,1,1,1,2,1,0,0,2,0,1,1,1,2,2,0,1,1,1,1,3,2,2,1,1,0,0,0,2,1,3,2,2,1,0,0,1,2
6405,2,1,0,0,0,0,0,0,0,1,2,2,0,2,0,1,1,1,1,2,2,2,1,2,0,2,9,0,1,1,1,2,0,1,0,2,1,0,0,3,9,0,0,0,6,0,2,2,2,2,5,4,0,1,1,1
6406,3,2,1,0,0,3,1,2,2,0,0,0,2,2,2,3,2,0,0,2,0,0,1,2,1,3,7,0,0,2,0,4,0,2,2,0,1,1,1,3,7,2,2,2,2,1,2,2,1,0,0,2,3,2,1,4
6407,2,1,0,0,0,2,0,2,0,0,0,1,1,0,0,3,2,1,1,1,0,0,2,1,2,0,1,1,1,2,0,1,0,2,1,1,1,1,2,1,1,1,1,2,4,2,2,1,1,1,2,0,1,1,1,1
6408,0,1,0,2,2,3,1,1,0,0,2,1,1,2,2,1,1,0,1,0,0,0,2,1,0,0,5,0,1,2,0,3,2,0,0,2,2,0,1,2,5,1,1,0,6,1,1,1,0,0,6,2,0,0,1,5
6409,1,0,2,2,2,0,3,3,1,0,0,0,0,2,0,1,2,0,0,2,0,0,2,2,1,0,6,1,0,2,2,1,0,0,1,1,3,2,3,2,6,1,1,1,1,1,2,1,1,1,1,4,1,3,1,1
6410,3,1,3,3,3,1,1,3,3,0,2,0,1,1,2,1,1,1,0,0,1,1,1,2,1,4,0,0,0,0,2,0,0,2,0,1,0,1,2,3,0,1,1,1,5,0,0,0,2,2,2,3,0,2,1,3
6411,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,3,2,1,0,1,2,2,2,1,2,5,0,0,1,1,1,0,0,1,1,1,0,0,2,2,0,1,1,2,5,0,0,0,0,2,6,4,0,2,0,0
6412,1,0,0,2,2,2,0,0,2,0,0,0,0,0,0,3,1,2,2,1,0,0,0,0,2,1,10,0,1,2,0,2,2,0,0,0,4,1,1,1,10,2,2,2,0,2,0,1,0,1,6,0,0,0,1,4
6413,1,1,0,0,0,0,3,2,2,0,2,0,0,0,0,2,2,0,0,1,0,0,2,1,0,5,4,0,2,0,0,2,2,2,0,1,0,2,0,3,4,1,1,0,0,2,2,1,0,0,0,3,3,3,0,3
6414,2,1,0,0,0,1,2,0,0,1,0,0,1,2,0,2,1,1,1,1,2,2,1,2,0,3,9,0,1,2,2,2,2,2,2,0,1,2,0,3,9,1,1,0,1,3,1,2,2,2,2,4,1,3,1,1
6415,2,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,2,0,1,2,2,2,2,1,0,0,7,0,1,1,1,4,0,1,2,2,1,2,2,0,7,1,1,0,2,1,2,2,3,1,4,2,0,3,1,3
6416,3,0,0,0,0,2,3,1,1,0,0,0,2,2,0,2,2,0,0,1,2,2,1,1,2,1,0,0,1,2,2,0,1,1,0,1,0,0,1,2,0,0,0,2,6,0,0,0,2,0,2,3,0,2,1,0
6417,0,2,0,1,1,1,2,0,1,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,1,5,2,0,3,2,0,2,0,0,1,0,1,0,2,1,2,1,1,1,5,2,2,1,2,0,6,0,0,1,0,2
6418,0,1,0,0,0,0,0,0,2,0,2,2,2,0,0,2,1,0,2,1,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,5,2,0,0,0,2,3,4,3,2,1,2
6419,0,1,0,0,0,1,1,1,1,1,2,2,2,2,0,2,2,2,0,1,2,2,0,1,0,0,0,0,1,2,2,0,0,0,0,1,0,1,1,3,0,0,0,0,5,0,0,0,0,0,0,3,0,1,1,4
6420,1,1,3,3,3,0,2,0,3,1,2,2,2,2,2,3,2,0,1,0,1,1,2,1,0,5,5,0,1,2,1,3,3,0,1,1,2,2,2,2,5,1,1,0,4,3,2,2,1,1,3,1,0,3,1,2
6421,2,0,0,2,2,0,0,0,2,0,0,2,2,0,0,1,1,2,0,2,2,2,1,2,2,4,3,0,0,2,2,1,0,2,2,0,2,2,2,1,3,1,1,2,4,0,2,1,0,1,3,0,2,2,1,3
6422,2,3,0,0,0,3,1,0,0,0,2,2,2,2,0,3,2,1,1,1,2,2,3,0,2,4,3,0,1,2,2,1,0,0,1,1,2,1,0,0,3,1,1,2,4,2,0,1,3,1,5,2,2,3,1,2
